cvss,exposure,asset_criticality,service_type_encoded,exploitability,attack_path_position,historical_incidents,confidence,priority_class,scenario
8.91,6.17,2.09,2.0,5.88,0.0,1,27.9,2,E
5.12,19.5,6.47,3.0,6.36,0.0,6,38.0,2,E
7.46,15.97,9.91,3.0,9.63,0.0,7,27.7,3,E
0.88,18.24,3.17,1.0,7.93,0.0,12,26.5,1,E
1.95,14.61,7.54,5.0,8.68,0.0,4,32.4,1,E
1.25,2.67,1.03,2.0,7.08,0.0,13,23.4,0,E
1.74,10.56,2.83,1.0,6.48,0.0,5,22.2,1,E
3.75,19.06,4.7,1.0,3.54,0.0,12,36.9,2,E
2.52,13.45,8.06,4.0,0.97,0.0,5,9.8,1,E
1.11,6.69,2.2,1.0,5.18,0.0,13,16.9,0,E
1.4,17.08,6.85,4.0,2.08,0.0,12,16.4,1,E
3.52,16.79,2.87,1.0,9.72,0.0,1,17.1,0,E
0.39,15.21,3.81,4.0,6.58,0.0,8,6.7,1,E
6.51,16.99,9.7,5.0,9.44,0.0,10,6.0,3,E
7.81,8.3,4.02,5.0,1.08,0.0,10,21.2,2,E
4.57,5.89,6.79,5.0,7.68,0.0,6,16.3,0,E
1.24,1.67,5.38,1.0,3.11,0.0,12,31.5,0,E
5.85,4.66,3.36,0.0,3.86,0.0,11,13.1,1,E
7.72,3.96,4.2,4.0,1.69,0.0,12,13.4,2,E
1.81,17.61,2.64,5.0,2.91,0.0,4,15.8,1,E
7.99,4.65,5.61,1.0,2.5,0.0,12,14.8,2,E
0.6,11.12,3.11,4.0,0.98,0.0,2,11.7,0,E
7.37,2.88,2.92,5.0,9.9,0.0,4,28.8,2,E
2.33,19.78,8.09,3.0,2.0,0.0,4,16.6,1,E
5.66,19.22,6.49,4.0,3.26,0.0,14,27.6,2,E
6.29,19.11,5.73,1.0,2.87,0.0,2,18.8,2,E
1.38,4.78,8.51,2.0,3.76,0.0,10,14.2,1,E
7.56,3.85,1.29,1.0,0.89,0.0,6,18.2,1,E
2.56,16.22,8.01,4.0,3.16,0.0,15,17.7,1,E
0.21,4.19,1.83,0.0,1.97,0.0,10,31.1,0,E
7.64,9.53,3.56,5.0,8.62,0.0,1,28.0,2,E
2.62,1.47,6.96,4.0,6.18,0.0,13,18.5,1,E
4.72,14.71,6.85,5.0,4.69,0.0,8,39.6,2,E
0.23,8.45,1.7,2.0,4.8,0.0,13,35.0,0,E
5.11,12.48,8.18,0.0,7.45,0.0,14,15.4,2,E
8.17,5.86,4.52,3.0,9.37,0.0,10,21.0,2,E
2.27,15.34,4.85,0.0,7.1,0.0,7,33.2,1,E
1.54,8.42,6.86,3.0,4.11,0.0,2,19.6,1,E
7.46,6.04,2.76,2.0,5.3,0.0,1,26.0,2,E
6.87,5.7,2.8,1.0,8.66,0.0,5,14.2,2,E
1.64,7.93,7.72,0.0,0.72,0.0,13,18.2,1,E
7.78,5.2,6.12,3.0,9.38,0.0,7,15.0,2,E
6.44,10.52,8.61,5.0,8.88,0.0,14,37.7,2,E
6.97,1.18,5.34,5.0,9.54,0.0,5,10.8,2,E
5.24,18.52,2.2,1.0,2.34,0.0,12,19.4,2,E
4.5,15.68,4.16,2.0,5.03,0.0,3,5.2,2,E
6.14,19.26,3.65,1.0,1.54,0.0,5,6.4,2,E
5.01,13.17,6.66,5.0,2.9,0.0,11,35.8,2,E
6.12,5.72,2.29,5.0,5.13,0.0,7,14.1,1,E
7.13,12.41,6.93,4.0,4.53,0.0,7,21.9,2,E
0.06,5.52,5.56,1.0,0.54,0.0,14,36.6,0,E
1.77,9.61,5.51,0.0,4.03,0.0,8,28.5,1,E
3.35,14.01,7.08,4.0,7.41,0.0,3,12.0,2,E
2.54,11.33,1.79,0.0,4.88,0.0,3,32.5,1,E
8.27,7.57,1.72,3.0,2.04,0.0,6,17.6,2,E
1.67,15.96,4.15,1.0,6.37,0.0,15,23.6,1,E
4.97,13.77,4.45,2.0,6.91,0.0,15,21.8,2,E
1.24,1.27,3.86,2.0,2.97,0.0,8,10.8,0,E
1.43,16.81,5.42,2.0,3.4,0.0,7,10.9,1,E
2.25,17.13,5.96,3.0,0.61,0.0,6,15.5,1,E
4.33,9.77,9.69,5.0,9.31,0.0,2,5.3,2,E
3.29,12.57,9.92,2.0,0.72,0.0,2,22.8,1,E
2.27,14.34,3.87,1.0,5.48,0.0,9,17.4,1,E
5.53,17.16,8.18,3.0,1.46,0.0,4,16.9,2,E
7.89,14.82,7.5,2.0,8.56,0.0,5,12.3,3,E
4.44,8.23,6.55,1.0,8.9,0.0,10,25.2,2,E
3.92,17.95,7.5,2.0,6.4,0.0,2,6.9,2,E
1.09,2.09,2.9,0.0,1.67,0.0,1,28.0,0,E
3.08,19.06,4.26,3.0,4.12,0.0,0,22.3,1,E
1.81,7.88,6.92,4.0,2.39,0.0,11,37.3,1,E
8.05,5.33,3.61,5.0,2.07,0.0,14,39.3,2,E
6.82,12.52,1.51,2.0,2.0,0.0,1,21.4,2,E
3.13,3.08,1.73,2.0,5.82,0.0,9,30.3,1,E
8.22,10.65,7.22,3.0,7.98,0.0,15,10.6,2,E
4.7,15.14,7.32,3.0,7.03,0.0,1,27.5,2,E
8.0,13.79,3.88,1.0,1.35,0.0,6,35.4,2,E
0.92,4.59,5.75,2.0,9.49,0.0,4,36.4,1,E
6.2,16.05,1.14,2.0,6.24,0.0,15,24.5,2,E
2.46,17.51,4.41,5.0,6.81,0.0,7,11.2,1,E
1.81,7.35,4.1,1.0,6.42,0.0,6,25.1,1,E
0.84,16.17,1.03,2.0,4.36,0.0,2,29.9,1,E
2.51,5.43,3.65,5.0,3.29,0.0,2,30.0,1,E
8.56,12.08,3.31,3.0,7.29,0.0,4,25.8,2,E
4.84,2.33,9.68,3.0,6.68,0.0,14,15.7,2,E
9.64,8.78,9.19,5.0,4.94,0.0,0,11.2,3,E
3.94,1.76,6.02,4.0,2.34,0.0,5,22.5,1,E
0.16,15.7,1.93,3.0,1.29,0.0,7,33.6,0,E
4.94,11.03,1.05,0.0,4.9,0.0,4,21.6,1,E
5.45,8.23,9.04,3.0,6.43,0.0,11,19.5,2,E
5.88,14.14,3.79,0.0,0.74,0.0,8,31.2,2,E
7.9,19.12,7.11,3.0,0.21,0.0,14,34.9,2,E
5.31,15.87,6.55,2.0,0.83,0.0,6,11.6,2,E
3.44,11.23,5.88,2.0,0.31,0.0,4,29.4,1,E
0.38,6.39,9.8,2.0,6.75,0.0,5,10.5,1,E
3.75,11.49,3.4,5.0,3.86,0.0,7,39.6,1,E
9.07,8.2,3.09,5.0,4.63,0.0,4,10.0,2,E
3.78,19.08,3.15,2.0,9.54,0.0,1,10.0,2,E
4.34,1.4,2.11,4.0,9.01,0.0,10,12.7,1,E
4.36,2.71,7.92,0.0,0.73,0.0,15,27.2,1,E
2.77,6.46,7.1,0.0,9.07,0.0,10,5.0,1,E
6.52,11.47,1.2,0.0,6.91,0.0,10,9.2,2,E
4.92,2.66,8.17,4.0,1.76,0.0,6,36.4,1,E
2.91,10.31,2.53,0.0,5.83,0.0,3,7.1,1,E
8.41,8.34,6.89,1.0,1.01,0.0,11,6.8,2,E
5.23,5.01,8.14,0.0,2.33,0.0,10,38.5,2,E
4.09,10.26,3.09,5.0,0.02,0.0,1,18.6,1,E
9.07,8.15,8.18,3.0,4.85,0.0,2,31.6,2,E
2.49,17.36,3.35,5.0,0.51,0.0,7,35.9,1,E
4.76,14.23,4.75,4.0,0.19,0.0,6,25.6,0,E
0.46,19.11,3.22,0.0,0.66,0.0,7,19.4,1,E
3.44,4.1,6.05,3.0,3.68,0.0,9,18.9,1,E
2.58,9.33,8.27,3.0,9.21,0.0,8,26.3,1,E
8.66,19.05,1.79,2.0,9.44,0.0,12,13.5,3,E
2.08,13.49,6.97,1.0,1.42,0.0,9,34.7,1,E
9.45,15.47,1.55,2.0,9.21,0.0,2,8.6,3,E
7.35,15.93,5.94,5.0,3.95,0.0,15,10.2,2,E
8.81,18.67,7.91,0.0,9.03,0.0,1,15.1,3,E
7.87,10.81,1.4,3.0,2.51,0.0,15,30.4,2,E
2.02,12.73,8.88,3.0,2.57,0.0,4,37.5,1,E
8.98,15.68,8.28,1.0,2.68,0.0,4,30.5,3,E
7.28,10.29,6.67,1.0,5.94,0.0,7,21.1,2,E
9.02,17.67,2.03,1.0,1.08,0.0,7,32.6,2,E
2.24,10.47,2.11,3.0,5.39,0.0,10,18.3,1,E
8.41,12.33,3.21,2.0,3.79,0.0,15,14.9,2,E
1.58,15.88,5.32,4.0,0.67,0.0,10,7.6,1,E
2.06,8.98,4.11,2.0,3.05,0.0,1,36.4,1,E
8.72,19.79,8.89,1.0,7.88,0.0,5,12.4,3,E
9.83,15.82,8.53,0.0,9.5,0.0,3,8.1,3,E
0.52,18.01,7.66,1.0,0.18,0.0,3,13.2,1,E
3.36,7.19,1.43,4.0,4.31,0.0,5,33.0,1,E
0.59,12.09,6.23,5.0,6.84,0.0,6,27.3,1,E
1.44,18.64,9.0,1.0,1.07,0.0,15,38.3,1,E
1.19,15.52,4.58,4.0,6.77,0.0,7,19.9,1,E
7.09,17.58,4.23,2.0,0.45,0.0,11,5.5,2,E
9.93,12.15,4.82,5.0,7.0,0.0,14,9.9,3,E
9.35,17.87,9.06,4.0,8.33,0.0,0,37.2,3,E
1.55,9.12,3.09,1.0,2.22,0.0,7,38.0,1,E
1.63,18.64,4.62,5.0,0.62,0.0,14,7.9,1,E
2.19,14.73,6.86,3.0,0.52,0.0,5,26.9,1,E
7.96,4.5,3.75,5.0,3.33,0.0,8,12.8,2,E
0.97,6.84,8.9,3.0,0.23,0.0,12,29.1,1,E
3.14,17.51,8.88,3.0,3.8,0.0,10,6.8,2,E
0.27,6.86,1.82,1.0,5.89,0.0,4,7.4,0,E
7.24,7.7,8.7,5.0,6.86,0.0,2,19.4,2,E
7.39,17.84,8.17,3.0,3.31,0.0,11,17.4,2,E
1.16,7.09,5.87,0.0,1.43,0.0,4,6.2,1,E
4.42,7.01,2.15,4.0,9.79,0.0,8,37.7,1,E
6.09,12.53,2.33,4.0,5.96,0.0,5,7.5,2,E
2.49,10.87,6.81,5.0,3.51,0.0,12,35.8,1,E
3.03,17.5,2.12,3.0,2.72,0.0,13,30.7,1,E
0.71,1.68,7.27,5.0,5.32,0.0,1,39.7,0,E
0.2,9.98,2.34,1.0,5.4,0.0,14,9.6,0,E
3.21,9.26,7.2,1.0,8.78,0.0,15,29.5,0,E
7.47,15.26,4.5,3.0,0.93,0.0,8,30.5,2,E
2.83,10.95,3.23,3.0,9.49,0.0,8,6.4,1,E
2.14,17.46,1.52,1.0,9.05,0.0,0,19.2,1,E
4.24,7.43,3.06,1.0,4.19,0.0,13,17.1,1,E
0.11,5.85,9.75,2.0,6.16,0.0,0,23.9,1,E
6.86,16.46,5.99,0.0,9.08,0.0,3,17.7,2,E
8.28,10.67,3.51,4.0,3.52,0.0,4,19.0,2,E
7.46,10.89,3.81,4.0,8.22,0.0,1,11.2,2,E
9.48,1.5,4.72,5.0,3.64,0.0,3,39.4,2,E
2.98,13.74,6.83,4.0,8.65,0.0,2,16.8,0,E
1.25,6.43,4.83,5.0,4.04,0.0,14,10.3,1,E
2.23,3.36,4.76,0.0,7.5,0.0,5,7.0,1,E
7.51,12.72,8.02,0.0,7.1,0.0,6,11.1,2,E
0.36,18.7,4.74,5.0,0.88,0.0,6,5.9,1,E
4.77,5.27,2.44,0.0,3.25,0.0,9,10.1,1,E
9.07,17.08,5.13,4.0,8.5,0.0,5,7.6,3,E
7.5,6.64,5.57,4.0,6.64,0.0,4,15.5,2,E
3.14,3.03,3.83,4.0,3.12,0.0,3,23.6,1,E
5.66,9.05,2.98,5.0,8.99,0.0,0,15.6,2,E
6.28,3.99,2.35,4.0,1.66,0.0,11,12.5,1,E
7.69,10.16,6.12,3.0,6.57,0.0,12,35.8,2,E
0.43,12.93,9.55,4.0,9.32,0.0,15,31.5,1,E
9.36,13.66,6.51,4.0,1.81,0.0,14,22.0,3,E
8.13,6.72,2.09,5.0,2.35,0.0,9,14.3,2,E
1.92,10.31,8.88,5.0,6.19,0.0,3,29.1,1,E
4.82,15.96,6.23,1.0,0.28,0.0,10,6.5,2,E
8.6,13.96,2.19,4.0,2.79,0.0,13,12.6,2,E
4.85,5.05,9.5,5.0,8.56,0.0,12,13.8,2,E
0.26,5.12,5.33,3.0,4.31,0.0,9,35.8,0,E
9.22,8.9,4.31,5.0,2.86,0.0,0,28.2,2,E
0.67,5.23,1.89,2.0,5.49,0.0,1,9.0,0,E
6.94,16.05,8.07,3.0,5.95,0.0,9,7.4,2,E
8.31,11.88,1.68,1.0,7.64,0.0,2,22.3,2,E
7.2,19.6,9.85,2.0,2.81,0.0,15,25.5,3,E
5.71,5.99,2.4,4.0,0.41,0.0,12,26.5,1,E
9.58,15.72,5.08,4.0,1.36,0.0,11,9.1,3,E
8.74,6.04,1.7,0.0,9.3,0.0,12,39.1,2,E
6.77,18.82,8.6,0.0,1.02,0.0,0,23.6,2,E
4.6,14.29,9.3,5.0,2.83,0.0,7,28.1,2,E
7.95,18.69,6.79,3.0,0.17,0.0,3,35.6,2,E
0.94,11.75,4.06,1.0,7.86,0.0,6,15.6,1,E
2.38,16.89,7.2,5.0,8.36,0.0,13,33.3,2,E
0.37,17.81,7.77,1.0,6.33,0.0,11,32.4,1,E
5.13,1.44,4.8,5.0,5.5,0.0,4,19.1,1,E
1.6,15.48,3.58,0.0,9.82,0.0,12,6.2,1,E
7.58,8.75,5.88,3.0,5.45,0.0,12,14.3,2,E
5.7,13.41,4.75,5.0,6.02,0.0,11,21.8,2,E
5.74,17.21,2.04,4.0,8.49,0.0,9,32.5,2,E
1.25,18.5,2.33,5.0,5.21,0.0,2,27.3,1,E
8.75,10.63,7.09,1.0,9.7,0.0,2,30.6,3,E
1.08,16.16,4.85,5.0,0.92,0.0,3,19.1,1,E
8.26,19.47,5.0,2.0,7.72,0.0,12,31.0,3,E
6.09,7.0,3.17,5.0,9.27,0.0,4,39.3,2,E
1.53,14.54,5.44,1.0,4.11,0.0,5,31.7,1,E
3.8,18.89,9.03,3.0,9.57,0.0,13,12.6,2,E
0.53,5.89,5.61,1.0,1.38,0.0,6,13.0,0,E
7.83,16.38,1.53,0.0,2.54,0.0,9,7.4,2,E
3.84,1.98,2.99,2.0,6.3,0.0,8,16.3,1,E
5.99,10.0,6.29,2.0,2.38,0.0,3,27.3,2,E
7.87,19.49,7.57,1.0,2.73,0.0,4,21.2,3,E
8.81,1.54,2.53,0.0,5.11,0.0,1,8.3,2,E
5.86,19.55,2.99,0.0,5.27,0.0,13,25.7,2,E
4.17,11.45,1.88,1.0,3.35,0.0,13,8.3,1,E
6.99,12.83,9.68,1.0,3.99,0.0,9,13.9,2,E
5.12,7.87,6.05,3.0,2.16,0.0,2,7.8,1,E
2.23,11.73,9.53,2.0,6.4,0.0,1,5.5,1,E
2.92,5.78,2.91,1.0,9.35,0.0,9,21.9,1,E
3.05,17.17,7.66,4.0,2.53,0.0,4,9.9,0,E
6.01,6.3,7.61,1.0,9.91,0.0,11,24.0,2,E
9.76,7.56,8.92,3.0,6.26,0.0,10,23.0,3,E
7.62,19.93,1.04,0.0,5.98,0.0,2,26.4,2,E
9.32,5.03,9.4,5.0,3.93,0.0,5,15.8,2,E
8.65,7.41,7.82,4.0,2.44,0.0,8,13.9,2,E
9.15,3.91,3.27,4.0,6.4,0.0,14,13.4,2,E
1.35,9.23,9.18,2.0,6.23,0.0,15,12.4,1,E
5.7,3.11,8.57,3.0,1.8,0.0,8,33.1,2,E
6.57,13.39,2.28,4.0,1.94,0.0,0,30.4,2,E
3.75,18.85,5.55,3.0,3.11,0.0,8,25.1,2,E
2.7,12.73,5.49,1.0,7.81,0.0,2,36.6,1,E
3.87,16.98,6.23,3.0,5.85,0.0,12,30.9,2,E
0.71,18.67,8.39,1.0,6.19,0.0,7,35.1,1,E
1.97,6.25,9.41,3.0,4.63,0.0,8,6.7,1,E
6.58,11.66,2.99,4.0,2.4,0.0,0,31.0,2,E
4.18,17.91,2.91,4.0,2.46,0.0,1,12.1,1,E
4.15,12.02,6.55,4.0,1.2,0.0,2,14.7,1,E
7.02,1.53,4.0,4.0,4.43,0.0,9,13.0,2,E
0.11,2.61,9.45,4.0,6.09,0.0,0,26.8,0,E
2.79,5.81,6.94,0.0,0.12,0.0,3,24.6,1,E
6.6,5.86,8.64,4.0,7.05,0.0,3,24.3,2,E
3.62,13.4,2.52,3.0,8.92,0.0,0,10.0,1,E
8.51,1.15,5.58,4.0,5.74,0.0,11,21.5,2,E
2.48,11.71,8.48,5.0,8.35,0.0,11,14.4,1,E
3.98,14.06,9.0,3.0,7.06,0.0,0,35.2,2,E
2.99,3.25,7.79,4.0,9.8,0.0,9,5.2,1,E
1.35,5.21,2.2,4.0,3.5,0.0,4,16.0,0,E
7.25,9.55,2.9,0.0,0.54,0.0,10,20.9,2,E
7.21,5.08,1.31,2.0,8.7,0.0,2,24.0,2,E
0.89,10.4,7.56,2.0,9.2,0.0,12,35.8,1,E
8.34,3.2,8.27,5.0,7.09,0.0,14,32.8,2,E
8.42,6.17,2.48,1.0,8.88,0.0,5,5.8,2,E
9.86,19.02,6.51,1.0,0.38,0.0,5,20.9,3,E
0.68,18.19,1.26,2.0,5.82,0.0,13,13.7,1,E
1.66,17.16,8.9,5.0,9.52,0.0,13,28.6,2,E
3.16,12.26,5.54,2.0,2.52,0.0,5,20.4,1,E
4.17,10.53,4.36,2.0,0.16,0.0,15,36.6,1,E
0.2,4.82,1.61,5.0,0.89,0.0,0,24.1,0,E
5.65,4.28,6.0,5.0,5.24,0.0,5,10.6,0,E
5.53,8.03,6.24,1.0,4.39,0.0,10,17.9,2,E
3.82,11.27,9.41,0.0,9.62,0.0,9,38.4,2,E
1.06,13.01,6.98,5.0,6.41,0.0,6,39.5,1,E
8.46,18.01,1.49,3.0,8.94,0.0,8,8.5,0,E
4.39,7.22,8.81,0.0,2.74,0.0,7,36.5,0,E
2.47,3.03,7.5,5.0,6.61,0.0,7,36.2,1,E
2.28,8.67,7.58,4.0,7.42,0.0,15,39.7,1,E
7.4,7.41,4.52,4.0,1.68,0.0,15,9.4,2,E
5.62,5.42,9.15,4.0,7.74,0.0,0,38.4,2,E
9.41,2.74,5.64,0.0,3.48,0.0,1,15.9,2,E
0.52,2.95,9.95,1.0,5.0,0.0,12,15.1,1,E
6.72,13.8,4.39,1.0,7.56,0.0,11,10.1,2,E
4.82,18.87,7.62,3.0,3.89,0.0,11,29.8,2,E
6.91,11.51,3.58,4.0,5.74,0.0,4,34.2,2,E
2.73,1.65,2.22,1.0,8.45,0.0,5,7.5,1,E
4.86,12.09,2.98,5.0,2.77,0.0,11,38.1,1,E
5.54,16.11,1.04,2.0,7.33,0.0,4,34.6,2,E
0.99,5.25,3.15,1.0,8.69,0.0,14,13.8,1,E
4.86,16.28,2.85,4.0,5.4,0.0,15,36.4,2,E
9.75,13.68,6.82,5.0,6.5,0.0,5,30.7,3,E
2.24,18.56,3.62,4.0,6.07,0.0,4,18.9,1,E
9.39,9.01,9.46,3.0,8.68,0.0,0,14.0,3,E
6.73,9.0,7.05,2.0,6.48,0.0,4,35.9,2,E
3.69,1.89,2.57,5.0,7.35,0.0,8,17.4,1,E
6.23,17.44,9.83,0.0,1.64,0.0,11,16.2,2,E
1.22,13.2,2.28,4.0,5.69,0.0,3,10.2,1,E
4.85,16.25,3.63,1.0,7.47,0.0,14,32.9,2,E
7.14,16.94,6.98,0.0,7.98,0.0,2,8.8,2,E
0.23,7.11,9.62,1.0,9.71,0.0,15,19.8,1,E
8.64,11.16,2.27,5.0,4.43,0.0,3,31.6,2,E
3.48,8.27,7.84,3.0,2.47,0.0,8,9.1,1,E
5.79,11.35,1.44,2.0,5.77,0.0,5,6.5,2,E
9.66,5.2,2.15,5.0,9.13,0.0,6,13.3,2,E
8.8,17.74,2.9,1.0,7.4,0.0,4,23.8,3,E
8.49,3.84,8.06,0.0,8.53,0.0,4,12.4,2,E
7.01,10.79,2.34,2.0,4.75,0.0,10,5.1,2,E
2.38,14.09,6.04,3.0,5.49,0.0,2,28.8,1,E
5.5,8.14,8.01,3.0,3.98,0.0,15,10.1,2,E
5.59,7.3,9.1,2.0,9.06,0.0,10,20.3,2,E
9.03,16.28,6.01,0.0,4.94,0.0,2,16.3,3,E
0.42,18.18,3.74,3.0,0.63,0.0,4,37.9,1,E
1.88,9.34,2.85,0.0,8.2,0.0,4,28.8,1,E
1.05,2.76,4.14,0.0,0.56,0.0,10,10.7,0,E
1.39,13.08,7.68,1.0,4.62,0.0,12,29.8,1,E
1.57,4.65,9.61,0.0,0.6,0.0,13,38.7,1,E
0.71,7.77,8.54,4.0,1.11,0.0,15,35.5,1,E
2.69,17.16,9.53,3.0,5.04,0.0,13,32.3,2,E
9.03,8.3,8.98,1.0,3.61,0.0,14,23.3,0,E
2.53,12.44,1.83,3.0,0.48,0.0,8,24.0,1,E
5.54,16.25,7.0,2.0,1.2,0.0,10,6.4,2,E
7.2,19.94,3.49,3.0,1.73,0.0,12,28.1,2,E
8.76,14.33,7.98,4.0,8.41,0.0,2,15.8,3,E
6.1,14.31,6.67,2.0,5.15,0.0,0,21.8,2,E
5.48,16.14,2.22,1.0,0.16,0.0,8,16.2,2,E
0.25,2.18,6.73,0.0,9.29,0.0,10,22.4,1,E
4.88,18.87,2.83,4.0,2.93,0.0,0,39.4,2,E
0.87,1.9,8.33,1.0,9.58,0.0,5,17.8,1,E
8.97,10.15,7.44,1.0,2.44,0.0,5,19.7,2,E
5.02,9.45,8.79,0.0,1.67,0.0,13,21.4,2,E
2.61,15.67,1.93,5.0,8.64,0.0,12,36.2,1,E
1.14,18.59,5.21,0.0,8.08,0.0,12,11.5,1,E
2.14,3.29,3.15,5.0,1.21,0.0,9,21.8,0,E
0.66,18.96,9.91,2.0,7.29,0.0,13,21.5,1,E
2.16,18.62,3.69,3.0,1.37,0.0,13,9.6,1,E
5.96,16.77,1.87,2.0,4.12,0.0,2,11.6,2,E
7.4,19.72,2.42,3.0,4.86,0.0,7,17.6,2,E
9.02,1.95,4.84,0.0,5.07,0.0,12,10.3,2,E
4.19,16.55,5.37,3.0,7.82,0.0,1,20.2,2,E
1.24,12.26,5.36,1.0,2.87,0.0,9,35.7,1,E
5.32,18.58,7.78,5.0,0.4,0.0,15,5.4,2,E
6.96,18.48,7.44,3.0,7.7,0.0,5,7.3,3,E
8.16,19.31,7.87,5.0,4.55,0.0,1,17.7,3,E
3.18,4.34,1.92,1.0,6.45,0.0,9,8.1,1,E
5.27,3.16,8.88,2.0,9.91,0.0,3,25.2,2,E
8.34,16.24,1.6,2.0,2.24,0.0,15,28.2,2,E
9.77,18.13,5.48,3.0,9.37,0.0,14,24.2,3,E
8.9,2.7,4.47,1.0,2.37,0.0,5,31.5,2,E
8.74,16.6,7.47,2.0,6.51,0.0,10,39.4,3,E
5.12,11.39,1.76,5.0,7.28,0.0,5,9.2,0,E
9.16,14.07,1.69,0.0,3.29,0.0,5,22.7,2,E
0.25,10.46,3.47,2.0,3.85,0.0,8,20.6,0,E
1.88,3.01,9.65,3.0,7.11,0.0,5,14.2,1,E
8.04,1.48,4.91,5.0,4.39,0.0,14,31.3,2,E
1.51,6.34,9.3,1.0,7.06,0.0,10,6.7,1,E
5.93,13.04,4.32,3.0,1.87,0.0,7,5.4,2,E
0.5,14.07,1.68,4.0,3.33,0.0,7,24.5,1,E
7.93,1.41,8.97,1.0,7.07,0.0,8,20.4,2,E
7.08,5.56,7.76,1.0,6.74,0.0,9,29.3,2,E
8.08,6.96,3.85,3.0,1.92,0.0,2,28.5,2,E
6.73,18.75,4.03,4.0,8.47,0.0,14,39.0,2,E
5.8,14.13,2.78,3.0,0.87,0.0,2,17.5,2,E
0.35,13.39,6.69,3.0,5.23,0.0,14,13.9,1,E
6.64,16.7,8.15,5.0,7.56,0.0,2,6.0,2,E
3.78,2.88,3.13,1.0,9.39,0.0,6,21.9,1,E
0.02,15.98,9.25,4.0,7.08,0.0,1,38.8,1,E
1.23,3.74,8.18,1.0,5.39,0.0,1,35.8,1,E
2.96,15.86,2.76,1.0,2.47,0.0,9,29.8,1,E
5.35,12.5,3.29,1.0,8.7,0.0,4,36.4,2,E
5.66,19.54,3.7,3.0,0.14,0.0,7,38.8,2,E
9.86,6.49,5.36,5.0,9.3,0.0,3,19.3,3,E
5.67,11.66,5.34,4.0,1.3,0.0,6,12.9,2,E
5.32,14.81,1.19,4.0,9.13,0.0,1,35.4,2,E
2.42,17.84,6.17,1.0,6.09,0.0,4,22.0,1,E
3.05,7.03,7.79,5.0,3.65,0.0,13,27.6,1,E
9.18,6.36,5.54,2.0,0.54,0.0,4,10.0,2,E
9.84,2.3,6.67,1.0,0.37,0.0,10,23.9,2,E
7.76,9.15,3.65,3.0,5.6,0.0,13,22.5,2,E
6.35,19.53,1.38,1.0,5.74,0.0,9,25.2,2,E
2.74,11.51,2.61,4.0,7.22,0.0,6,31.5,1,E
4.62,6.47,4.27,1.0,8.04,0.0,6,17.2,1,E
5.59,7.53,9.27,2.0,2.2,0.0,11,34.9,2,E
0.72,4.14,6.78,0.0,7.5,0.0,1,35.2,1,E
5.23,10.26,3.25,1.0,2.07,0.0,4,33.1,1,E
3.7,19.45,4.4,3.0,5.57,0.0,2,8.5,2,E
3.94,7.44,4.24,5.0,3.18,0.0,13,26.8,1,E
8.94,11.92,7.47,4.0,0.37,0.0,4,12.6,2,E
7.63,9.92,8.71,5.0,8.01,0.0,11,7.1,2,E
0.31,9.31,6.8,0.0,1.98,0.0,14,27.4,1,E
1.3,13.87,1.65,2.0,1.13,0.0,0,11.2,0,E
1.08,3.73,2.89,0.0,8.43,0.0,2,9.1,0,E
3.25,1.15,2.57,1.0,0.33,0.0,7,26.1,1,E
8.8,2.99,3.19,5.0,0.2,0.0,1,24.1,2,E
0.92,1.32,4.57,5.0,5.88,0.0,4,38.0,0,E
3.92,11.71,5.25,2.0,1.92,0.0,9,35.4,1,E
5.33,8.22,5.2,5.0,2.46,0.0,5,23.5,0,E
5.86,2.57,6.26,4.0,4.42,0.0,3,31.5,1,E
6.01,11.05,2.63,2.0,7.47,0.0,0,26.7,2,E
7.3,13.73,3.66,0.0,4.57,0.0,9,29.5,2,E
3.26,10.31,7.01,2.0,9.55,0.0,5,32.3,2,E
3.25,9.21,6.15,1.0,0.73,0.0,11,19.2,1,E
0.81,16.94,9.61,3.0,3.76,0.0,3,20.3,1,E
2.72,17.1,6.49,5.0,3.4,0.0,8,35.7,1,E
3.34,9.77,8.59,2.0,8.65,0.0,6,16.5,2,E
4.4,2.71,5.15,1.0,7.68,0.0,6,35.5,1,E
0.62,18.01,6.46,0.0,1.51,0.0,15,30.3,1,E
8.28,4.56,6.13,2.0,4.95,0.0,5,32.5,2,E
1.22,10.4,3.62,2.0,3.36,0.0,0,10.0,1,E
0.09,6.59,1.02,5.0,1.62,0.0,6,39.0,0,E
7.59,8.76,6.56,3.0,4.32,0.0,12,36.4,2,E
0.68,11.49,4.83,3.0,2.98,0.0,4,31.4,1,E
5.19,14.19,7.31,3.0,3.12,0.0,2,11.1,2,E
9.88,18.89,4.92,2.0,4.62,0.0,2,29.0,3,E
1.27,7.15,9.02,3.0,6.36,0.0,5,9.2,1,E
7.12,19.57,6.58,0.0,8.38,0.0,1,38.7,3,E
3.73,4.29,3.84,0.0,4.7,0.0,4,25.3,1,E
1.79,10.78,6.36,2.0,4.4,0.0,13,25.8,1,E
7.06,14.99,6.26,5.0,8.27,0.0,2,14.1,2,E
2.74,5.6,5.5,4.0,9.84,0.0,14,32.0,1,E
2.44,2.6,2.07,2.0,5.81,0.0,2,33.9,1,E
3.33,1.39,8.38,5.0,8.08,0.0,2,28.3,1,E
